title,pdf_url,arxiv_url,code_available,code_url
"Exploit Your Latents: Coarse-Grained Protein Backmapping with Latent Diffusion Models",,,maybe,
"TC-Diffuser: Bi-Condition Multi-Modal Diffusion for Tropical Cyclone Forecasting",,,no,
"Zero-Shot Learning for Materials Science Texts: Leveraging Duck Typing Principles",,,no,
"Formal Synthesis of Barrier Certificates Using Fourier Kolmogorov-Arnold Network",,,no,
"Drawing Informative Gradients from Sources: A One-stage Transfer Learning Framework for Cross-city Spatiotemporal Forecasting",,,no,
"A Gaussian Filter-Based 3D Registration Method for Series Section Electron Microscopy",,,no,
"E4: Energy-Efficient DNN Inference for Edge Video Analytics via Early Exiting and DVFS",,,no,
"Multi-Perspective Consolidation Enhanced Cognitive Diagnosis via Conditional Diffusion Model",,,no,
"From Words to Worth: Newborn Article Impact Prediction with LLM",,,no,
"DeNC: Unleash Neural Codecs in Video Streaming with Diffusion Enhancement",,,no,
"NumbOD: A Spatial-Frequency Fusion Attack Against Object Detectors",,,no,
"Collaborative Evolution: Multi-Round Learning Between Large and Small Language Models for Emergent Fake News Detection",,,no,
"DUSTED: Dual-Attention Enhanced Spatial Transcriptomics Denoiser",,,no,
"Multi-Modal Latent Variables for Cross-Individual Primary Visual Cortex Modeling and Analysis",,,maybe,
"Text-Guided Fine-grained Counterfactual Inference for Short Video Fake News Detection",,,no,
"Is Your Image a Good Storyteller?",,,no,
"ELLA-V: Stable Neural Codec Language Modeling with Alignment-Guided Sequence Reordering",,,no,
"Tradutor: Building a Variety Specific Translation Model",,,maybe,
"Enhancing Portuguese Variety Identification with Cross-Domain Approaches",,,maybe,
"Structured Packing in LLM Training Improves Long Context Utilization",,,no,
"VERO: Verification and Zero-Shot Feedback Acquisition for Few-Shot Multimodal Aspect-Level Sentiment Classification",,,no,
"Transformer Layers as Painters",,,no,
"ExDDI: Explaining Drug-Drug Interaction Predictions with Natural Language",,,no,
"Tuning-Free Accountable Intervention for LLM Deployment – a Metacognitive Approach",,,no,
"Multi-Grained Query-Guided Set Prediction Network for Grounded Multimodal Named Entity Recognition",,,no,
"Adaptive Few-shot Prompting for Machine Translation with Pre-trained Language Models",,,no,
"Unleashing the Potential of Large Language Models as Prompt Optimizers: Analogical Analysis with Gradient-based Model Optimizers",,,no,
"A Comprehensive Evaluation on Event Reasoning of Large Language Models",,,no,
"Few-Shot; No Problem: Descriptive Continual Relation Extraction",,,no,
"A Systematic Exploration of Knowledge Graph Alignment with Large Language Models in Retrieval Augmented Generation",,,no,
"CodeHalu: Investigating Code Hallucinations in LLMs via Execution-based Verification",,,maybe,
"Infer Human’s Intentions Before Following Natural Language Instructions",,,no,
"LiteSearch: Efficient Tree Search with Dynamic Exploration Budget for Math Reasoning",,,no,
"A New Formula for Sticker Retrieval: Reply with Stickers in Multi-Modal and Multi-Session Conversation",,,no,
"RoVRM: A Robust Visual Reward Model Optimized via Auxiliary Textual Preference Data",,,no,
"Thought-Path Contrastive Learning via Premise-Oriented Data Augmentation for Logical Reading Comprehension",,,no,
"Decoupling Metacognition from Cognition: A Framework for Quantifying Metacognitive Ability in LLMs",,,no,
"Self-Evolutionary Large Language Models Through Uncertainty-Enhanced Preference Optimization",,,no,
"STAMPsy: Towards SpatioTemporal-Aware Mixed-Type Dialogues for Psychological Counseling",,,no,
"SECodec: Structural Entropy-based Compressive Speech Representation Codec for Speech Language Models",,,no,
"McHirc: A Multimodal Benchmark for Chinese Idiom Reading Comprehension",,,no,
"Int*-Match: Balancing Intra-Class Compactness and Inter-Class Discrepancy for Semi-Supervised Speaker Recognition",,,no,
"Exploring Activation Patterns of Parameters in Language Models",,,no,
"Friends-MMC: A Dataset for Multi-modal Multi-party Conversation Understanding",,,maybe,
"MaFeRw: Query Rewriting with Multi-Aspect Feedbacks for Retrieval-Augmented Large Language Models",,,no,
"Defending Against Sophisticated Poisoning Attacks with RL-based Aggregation in Federated Learning",,,no,
"RETQA: A Large-Scale Open-Domain Tabular Question Answering Dataset for Real Estate Sector",,,no,
"STLC-KG:A Social Text Steganalysis Method Combining Large-Scale Language Models and Common-Sense Knowledge Graphs",,,no,
"Is There No Such Thing as a Bad Question? H4R: HalluciBot for Ratiocination; Rewriting; Ranking; and Routing",,,no,
"EBBS: An Ensemble with Bi-Level Beam Search for Zero-Shot Machine Translation",,,no,
"RLPF: Reinforcement Learning from Prediction Feedback for User Summarization with LLMs",,,no,
"TableBench: A Comprehensive and Complex Benchmark for Table Question Answering",,,maybe,
"Content-free Logical Modification of Large Language Model by Disentangling and Modifying Logic Representation",,,no,
"Enhancing Audiovisual Speech Recognition Through Bifocal Preference Optimization",,,no,
"InverseCoder: Self-improving Instruction-Tuned Code LLMs with Inverse-Instruct",,,maybe,
"Improving Retrieval Augmented Language Model with Self-Reasoning",,,no,
"Detecting and Mitigating Hallucination in Large Vision Language Models via Fine-Grained AI Feedback",,,no,
"Explicitly Guided Difficulty-Controllable Visual Question Generation",,,no,
"DSGram: Dynamic Weighting Sub-Metrics for Grammatical Error Correction in the Era of Large Language Models",,,no,
"Harnessing Large Language Models for Knowledge Graph Question Answering via Adaptive Multi-Aspect Retrieval-Augmentation",,,no,
"Mitigating Social Bias in Large Language Models: A Multi-Objective Approach Within a Multi-Agent Framework",,,no,
"S^3cMath: Spontaneous Step-Level Self-Correction Makes Large Language Models Better Mathematical Reasoners",,,no,
"SongEditor: Adapting Zero-Shot Song Generation Language Model as a Multi-Task Editor",,,no,
"Improving Factuality in Large Language Models via Decoding-Time Hallucinatory and Truthful Comparators",,,no,
"UniMuMo: Unified Text; Music; and Motion Generation",,,no,
"Fine-Tuning Language Models with Collaborative and Semantic Experts",,,no,
"RAZOR: Sharpening Knowledge by Cutting Bias with Unsupervised Text Rewriting",,,no,
"MSE-Adapter: A Lightweight Plugin Endowing LLMs with the Capability to Perform Multimodal Sentiment Analysis and Emotion Recognition",,,maybe,
"Is Sarcasm Detection a Step-by-Step Reasoning Process in Large Language Models?",,,no,
"ReFF: Reinforcing Format Faithfulness in Language Models Across Varied Tasks",,,no,
"StableVC: Style Controllable Zero-Shot Voice Conversion with Conditional Flow Matching",,,no,
"EXCGEC: A Benchmark for Edit-Wise Explainable Chinese Grammatical Error Correction",,,no,
"Assessing the Creativity of LLMs in Proposing Novel Solutions to Mathematical Problems",,,no,
"Codec Does Matter: Exploring the Semantic Shortcoming of Codec for Audio Language Model",,,maybe,
"NLSR: Neuron-Level Safety Realignment of Large Language Models Against Harmful Fine-Tuning",,,no,
"MDD-5k: A New Diagnostic Conversation Dataset for Mental Disorders Synthesized via Neuro-Symbolic LLM Agents",,,no,
"MABR: Multilayer Adversarial Bias Removal Without Prior Bias Knowledge",,,no,
"Heuristic-free Knowledge Distillation for Streaming ASR via Multi-modal Training",,,no,
"SongGLM: Lyric-to-Melody Generation with 2D Alignment Encoding and Multi-Task Pre-Training",,,no,
"Training with “Paraphrasing the Original Text” Teaches LLM to Better Retrieve in Long-Context Tasks",,,no,
"DMT-RoleBench: A Dynamic Multi-Turn Dialogue Based Benchmark for Role-Playing Evaluation of Large Language Model and Agent",,,no,
"Towards Robust Knowledge Unlearning: An Adversarial Framework for Assessing and Improving Unlearning Robustness in Large Language Models",,,no,
"CogSQL: A Cognitive Framework for Enhancing Large Language Models in Text-to-SQL Translation",,,no,
"Improving Natural Language Understanding for LLMs via Large-Scale Instruction Synthesis",,,no,
"Synergistic Multi-Agent Framework with Trajectory Learning for Knowledge-Intensive Tasks",,,no,
"QJL: 1-Bit Quantized JL Transform for KV Cache Quantization with Zero Overhead",,,no,
"Self-Supervised Collaborative Information Bottleneck for Text Readability Assessment",,,no,
"Dual-View Learning for Conversational Emotion Recognition Through Context and Emotion-Shift Modeling",,,no,
"Aligning Language Models Using Follow-up Likelihood as Reward Signal",,,no,
"Causal Prompting: Debiasing Large Language Model Prompting Based on Front-Door Adjustment",,,maybe,
"Controlling Large Language Models Through Concept Activation Vectors",,,no,
"CSR:Achieving 1 Bit Key-Value Cache via Sparse Representation",,,no,
"SAIL: Sample-Centric In-Context Learning for Document Information Extraction",,,no,
"Quantum-inspired Non-homologous Representation Constraint Mechanism for Long-tail Senses of Word Sense Disambiguation",,,no,
"Hierarchical Context Pruning: Optimizing Real-World Code Completion with Repository-Level Pretrained Code LLMs",,,maybe,
"KnowPO: Knowledge-Aware Preference Optimization for Controllable Knowledge Selection in Retrieval-Augmented Language Models",,,no,
"Look Before You Leap: Enhance Attention and Vigilance Regarding Harmful Content with GuidelineLLM",,,no,
"Code-switching Mediated Sentence-level Semantic Learning",,,maybe,
"FaceSpeak: Expressive and High-Quality Speech Synthesis from Human Portraits of Different Styles",,,no,
"TrustUQA: A Trustful Framework for Unified Structured Data Question Answering",,,no,
"MEPNet: Medical Entity-Balanced Prompting Network for Brain CT Report Generation",,,no,
"Unveiling the Impact of Coding Data Instruction Fine-Tuning on Large Language Models Reasoning",,,no,
"Capability Instruction Tuning",,,maybe,
"Multi-Attribute Multi-Grained Adaptation of Pre-Trained Language Models for Text Understanding from Bayesian Perspective",,,no,
"Defeasible Visual Entailment: Benchmark; Evaluator; and Reward-Driven Optimization",,,no,
"Enhancing Chain of Thought Prompting in Large Language Models via Reasoning Patterns",,,no,
"Encoder of Thoughts: Enhancing Planning Ability in Language Agents Through Structural Embedding",,,no,
"Prototype-Guided Multimodal Relation Extraction based on Entity Attributes",,,no,
"Mixture of Knowledge Minigraph Agents for Literature Review Generation",,,no,
"DiveR-CT: Diversity-enhanced Red Teaming Large Language Model Assistants with Relaxing Constraints",,,no,
"Beyond IID: Optimizing Instruction Finetuning from the Perspective of Instruction Interaction and Dependency",,,no,
"CareBot: A Pioneering Full-Process Open-Source Medical Language Model",,,maybe,
"Leveraging Attention to Effectively Compress Prompts for Long-Context LLMs",,,no,
"Multi-Granular Multimodal Clue Fusion for Meme Understanding",,,no,
"MRR-FV: Unlocking Complex Fact Verification with Multi-Hop Retrieval and Reasoning",,,no,
"Hierarchical Divide-and-Conquer for Fine-Grained Alignment in LLM-Based Medical Evaluation",,,no,
"BindGPT: A Scalable Framework for 3D Molecular Design via Language Modeling and Reinforcement Learning",,,no,
"MoE-LPR: Multilingual Extension of Large Language Models Through Mixture-of-Experts with Language Priors Routing",,,no,
"CharacterBench: Benchmarking Character Customization of Large Language Models",,,no,
"Editing Memories Through Few Targeted Neurons",,,no,
"Advancing Audio-Based Text Generation with Imbalance Preference Optimization",,,maybe,
"RaDIO: Real-Time Hallucination Detection with Contextual Index Optimized Query Formulation for Dynamic Retrieval Augmented Generation",,,no,
"EventSum: A Large-Scale Event-Centric Summarization Dataset for Chinese Multi-News Documents",,,no,
"DOMAINEVAL: An Auto-Constructed Benchmark for Multi-Domain Code Generation",,,maybe,
"Utilize the Flow Before Stepping into the Same River Twice: Certainty Represented Knowledge Flow for Refusal-Aware Instruction Tuning",,,no,
"One Token Can Help! Learning Scalable and Pluggable Virtual Tokens for Retrieval-Augmented Large Language Models",,,no,
"PokerBench: Training Large Language Models to Become Professional Poker Players",,,no,
"Math-PUMA: Progressive Upward Multimodal Alignment to Enhance Mathematical Reasoning",,,maybe,
"TNCSE: Tensor Norm Constraints for Unsupervised Contrastive Learning of Sentence Embeddings",,,no,
"Learning Set Functions with Implicit Differentiation",,,no,
"Reconsidering Feature Structure Information and Latent Space Alignment in Partial Multi-label Feature Selection",,,no,
"Enhanced Sample Selection with Confidence Tracking: Identifying Correctly Labeled Yet Hard-to-Learn Samples in Noisy Data",,,no,
"Federated Unlearning with Gradient Descent and Conflict Mitigation",,,no,
"Two-Timescale Critic-Actor for Average Reward MDPs with Function Approximation",,,no,
"Assessing Modality Bias in Video Question Answering Benchmarks with Multimodal Large Language Models",,,no,
"Deep Disentangled Metric Learning",,,no,
"Riemannian Geometric-based Meta Learning",,,no,
"SMMF: Square-Matricized Momentum Factorization for Memory-Efficient Optimization",,,no,
"Look Back for More: Harnessing Historical Sequential Updates for Personalized Federated Adapter Tuning",,,no,
"BearLLM: A Prior Knowledge-Enhanced Bearing Health Management Framework with Unified Vibration Signal Representation",,,no,
"SOLA-GCL: Subgraph-Oriented Learnable Augmentation Method for Graph Contrastive Learning",,,no,
"Qsco: A Quantum Scoring Module for Open-Set Supervised Anomaly Detection",,,no,
"Open-Set Heterogeneous Domain Adaptation: Theoretical Analysis and Algorithm",,,no,
"In-depth Analysis of Low-rank Matrix Factorisation in a Federated Setting",,,no,
"TinySubNets: An Efficient and Low Capacity Continual Learning Strategy",,,no,
"Denoising Diffusion Variational Inference: Diffusion Models as Expressive Variational Posteriors",,,no,
"Iterative Counterfactual Data Augmentation",,,no,
"On Corruption-Robustness in Performative Reinforcement Learning",,,no,
"Federated Unsupervised Domain Generalization Using Global and Local Alignment of Gradients",,,no,
"Enhancing SQL Query Generation with Neurosymbolic Reasoning",,,maybe,
"Robust Self-Paced Hashing for Cross-Modal Retrieval with Noisy Labels",,,no,
"Leveraging Group Classification with Descending Soft Labeling for Deep Imbalanced Regression",,,no,
